,week_end,Region,sumTotFul,sumTotPartially,NPart,NFully
0,2020-12-19,Canada,0.0,12362.0,0.03232224308941448,0.0
1,2020-12-26,Canada,0.0,46156.0,0.12068156059173393,0.0
2,2021-01-02,Canada,0.0,82512.0,0.21573959891552888,0.0
3,2021-01-09,Canada,4521.0,212824.0,0.556459235015495,0.011820810629933901
4,2021-01-16,Canada,26748.0,538173.0,1.4071314132146466,0.06993652792069718
5,2021-01-23,Canada,59294.0,716208.0,1.8726297588240874,0.1550327683015485
6,2021-01-30,Canada,113649.0,745593.0,1.9494611059509634,0.2971518043090816
7,2021-02-06,Canada,173779.0,727626.0,1.9024837769113658,0.45437041593879307
8,2021-02-13,Canada,307369.0,665699.0,1.7405666479841555,0.8036608587728717
9,2021-02-20,Canada,435267.0,651320.0,1.7029706656687786,1.1380687415305109
10,2021-02-27,Canada,538399.0,843130.0,2.20448574793545,1.407722323013887
11,2021-03-06,Canada,573661.0,1281258.0,3.3500349891811214,1.4999199395661384
12,2021-03-13,Canada,597764.0,1902391.0,4.97407736232926,1.5629407311196213
13,2021-03-20,Canada,630384.0,2772521.0,7.249158528758011,1.6482304552400469
14,2021-03-27,Canada,668042.0,3865130.0,10.105943328926436,1.7466927615222967
15,2021-04-03,Canada,716100.0,5072435.0,13.262617466854405,1.8723473771501142
16,2021-04-10,Canada,818999.0,6520698.0,17.04931126586789,2.1413917463183445
17,2021-04-17,Canada,930097.0,8265207.0,21.610583225880134,2.4318735909023736
18,2021-04-24,Canada,1020449.0,10112363.0,26.44024066448801,2.6681120076322538
19,2021-05-01,Canada,1123679.0,11656143.0,30.476677522324625,2.938021824338309
20,2021-05-08,Canada,1252998.0,13519592.0,35.34893537402551,3.2761451178248
21,2021-05-15,Canada,1518405.0,15622464.0,40.84719940653831,3.9700902376785634
22,2021-05-22,Canada,1754747.0,17478767.0,45.70077300414463,4.5880406968468535
23,2021-05-29,Canada,2169274.0,19412850.0,50.757713699914255,5.671881698393991
24,2021-06-05,Canada,3050396.0,19960756.0,52.190293454173165,7.975703044084905
25,2021-06-12,Canada,4871184.0,19218608.0,50.24983980069292,12.736417519921241
26,2021-06-19,Canada,7330950.0,17388796.0,45.465530767209046,19.167832711239534
27,2021-06-26,Canada,10321349.0,14833867.0,38.78529810144342,26.986664891496932
28,2021-07-03,Canada,13646757.0,11888385.0,31.083907936462452,35.68142672190331
29,2021-07-10,Canada,16622716.0,9268606.0,24.234115534056432,43.46250342649245
30,2021-07-17,Canada,19109222.0,7148828.0,18.691648310986313,49.9638342285704
31,2021-07-24,Canada,21179151.0,5377098.0,14.059203095907172,55.375964006585974
32,2021-07-31,Canada,22627721.0,4196923.0,10.973464280339321,59.163460501654185
33,2021-08-07,Canada,23516871.0,3631701.0,9.495609331020034,61.488272218443775
34,2021-08-14,Canada,24268798.0,3076415.0,8.043733495706281,63.45429448664424
35,2021-08-21,Canada,24888997.0,2666476.0,6.971888486012746,65.07589478124153
36,2021-08-28,Canada,25390503.0,2404840.0,6.2878031929418805,66.38715500149715
37,2021-09-04,Canada,25768558.0,2268406.0,5.93107669935984,67.37563466588547
38,2021-09-11,Canada,26117524.0,2174252.0,5.684897401848052,68.28805691810523
